要素ID	項目名	コンテキストID	相対年度	連結・個別	期間・時点	ユニットID	単位	値
jppfs_cor:AdvertisingExpensesSGA	広告宣伝費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	348629000
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	2011445000
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	1698098000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	-7942000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	4263000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	869274000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	924973000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	3414578000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	3541738000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	450811000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	439405000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	16800000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	29300000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	149560000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	144241000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	426103000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	488569000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	538415000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	573134000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	742243000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	760592000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	2628556000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	2955897000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	11558026000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	11908843000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	3007400000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	4883512000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	3209925000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	4987938000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	3209925000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	4987938000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	3675171000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	3675171000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	3675171000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_RetainedEarningsMember	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_ShareholdersEquityMember	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2737801000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_RetainedEarningsMember	当期	連結	期間	JPY	円	3675171000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_ShareholdersEquityMember	当期	連結	期間	JPY	円	3675171000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	3675171000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	3209925000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	4987938000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1176640000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	1267057000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	-766511000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	-1080699000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1741000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	2898000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	742243000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	760592000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	11646540000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3663599000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3515469000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2697615000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	21523225000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	4522203000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	123423000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	4645627000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	16168744000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3787023000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3515469000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	2697615000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	26168852000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3244943000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	158887000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	353371000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	698829000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	4456030000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	284245000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	21265000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	8370000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	313881000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	179852000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	21131000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	12546000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	213530000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	13247238000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	498817000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	13746055000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	35269281000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	52000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	52000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	4645679000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	13247238000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	498869000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	13746108000
jppfs_cor:NetSales	売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	39914961000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	612169000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	43068000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	655237000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	5111268000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	424641000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	38933000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	463575000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	777457000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	525770000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	5714000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	531485000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	745015000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	11828048000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	4165156000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	4445798000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2169850000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	22608853000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	5509605000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	211410000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	5721016000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	17337654000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	4376567000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	4445798000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	2169850000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	28329870000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	4306820000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	375170000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	308954000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	494433000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	5485379000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	302415000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	24652000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	7639000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	334707000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	822062000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	18935000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3025000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	844023000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	14615879000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	478704000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	15094584000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	37703437000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	24000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	24000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	5721041000
