要素ID	項目名	コンテキストID	相対年度	連結・個別	期間・時点	ユニットID	単位	値
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	826963000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	8046000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	6981000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	607076000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	445436000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	3188460000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	3017930000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	357854000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	273294000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	21700000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	11600000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	174452000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	176038000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	460932000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	256959000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	369247000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	502491000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	738327000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	545190000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	2284302000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	2366897000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	9430937000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	8517635000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2887548000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1404090000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2933230000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1622493000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2850820000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1989782000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_RetainedEarningsMember	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_ShareholdersEquityMember	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1971585000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_RetainedEarningsMember	当期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_ShareholdersEquityMember	当期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1608632000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	2850820000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1989782000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1020354000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	1112272000
jppfs_cor:LossOnRetirementOfPropertyPlantAndEquipmentOpeCF	有形固定資産除却損、営業活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	57017000
jppfs_cor:LossOnRetirementOfPropertyPlantAndEquipmentOpeCF	有形固定資産除却損、営業活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	11286000
jppfs_cor:LossGainOnSalesAndRetirementOfPropertyPlantAndEquipmentOpeCF	有形固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	-1575000
jppfs_cor:LossGainOnSalesAndRetirementOfPropertyPlantAndEquipmentOpeCF	有形固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	-686958000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	-1988488000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	-1374017000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1022000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	1262845000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	738327000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	545190000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	10858389000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2231689000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3322105000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3552686000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	19964870000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3980275000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	74428000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	144000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	4054848000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	14838664000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	2306118000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3322250000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3552686000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	24019719000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	2705456000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	79206000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	270906000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	1247657000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	4303227000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	326415000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	18031000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	9495000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	353942000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	189825000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2717000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	17203000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	209746000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	6471702000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	460341000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	6932043000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	26896914000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	47000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	47000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	4054896000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	6471702000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	460388000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	6932091000
jppfs_cor:NetSales	売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	30951810000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	369282000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	64629000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	433912000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	4737139000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	400042000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	40941000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	440983000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	794926000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	188910000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	7046000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	195957000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	405703000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	9033094000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	1591130000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3176374000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2277605000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	16078204000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2744146000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	70939000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2815085000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	11777240000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	1662069000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	3176374000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	2277605000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	18893289000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	1949065000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	63935000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	317868000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	733385000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	3064255000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	84029000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	16815000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	9846000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	110691000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	120283000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3627000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	4288000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	128198000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	5741645000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	461096000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	6202741000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	22280945000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
