要素ID	項目名	コンテキストID	相対年度	連結・個別	期間・時点	ユニットID	単位	値
jppfs_cor:PackingAndTransportationExpensesSGA	荷造運搬費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	1620994000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	6981000
jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA	貸倒引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	11044000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	445436000
jppfs_cor:SalesCommissionSGA	販売手数料、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	590099000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	3017930000
jppfs_cor:SalariesAndAllowancesSGA	給料及び手当、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	3147559000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	273294000
jppfs_cor:ProvisionForBonusesSGA	賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	339339000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	11600000
jppfs_cor:ProvisionForDirectorsBonusesSGA	役員賞与引当金繰入額、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	2500000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	176038000
jppfs_cor:RetirementBenefitExpensesSGA	退職給付費用、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	152213000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	256959000
jppfs_cor:TravelingAndTransportationExpensesSGA	旅費及び交通費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	323731000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	502491000
jppfs_cor:DepreciationSGA	減価償却費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	539459000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	545190000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	535275000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	2366897000
jppfs_cor:OtherSGA	その他、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	2305840000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	8517635000
jppfs_cor:SellingGeneralAndAdministrativeExpenses	販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	9701784000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1404090000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1099426000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1622493000
jppfs_cor:OrdinaryIncome	経常利益又は経常損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1468289000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1989782000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1438440000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	1486773000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1486773000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	Prior1YearDuration	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLoss	当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）	CurrentYearDuration	当期	連結	期間	JPY	円	1486773000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_RetainedEarningsMember	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration_ShareholdersEquityMember	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1608632000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_RetainedEarningsMember	当期	連結	期間	JPY	円	1486773000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration_ShareholdersEquityMember	当期	連結	期間	JPY	円	1486773000
jppfs_cor:ProfitLossAttributableToOwnersOfParent	親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1486773000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	Prior1YearDuration	前期	連結	期間	JPY	円	1989782000
jppfs_cor:IncomeBeforeIncomeTaxes	税引前当期純利益又は税引前当期純損失（△）	CurrentYearDuration	当期	連結	期間	JPY	円	1438440000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1112272000
jppfs_cor:DepreciationAndAmortizationOpeCF	減価償却費、営業活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	1124779000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	-1374017000
jppfs_cor:PurchaseOfPropertyPlantAndEquipmentInvCF	有形固定資産の取得による支出、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	-1014586000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	Prior1YearDuration	前期	連結	期間	JPY	円	1262845000
jppfs_cor:ProceedsFromSalesOfPropertyPlantAndEquipmentInvCF	有形固定資産の売却による収入、投資活動によるキャッシュ・フロー	CurrentYearDuration	当期	連結	期間	JPY	円	285993000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	Prior1YearDuration	前期	連結	期間	JPY	円	545190000
jppfs_cor:ResearchAndDevelopmentExpensesSGA	研究開発費、販売費及び一般管理費	CurrentYearDuration	当期	連結	期間	JPY	円	535275000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	9033094000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	1591130000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3176374000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2277605000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	16078204000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2744146000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	70939000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	2815085000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	11777240000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	1662069000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3176374000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	2277605000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	18893289000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	1949065000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	63935000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	317868000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	733385000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	連結	期間	JPY	円	3064255000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	84029000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	16815000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	9846000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	110691000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	120283000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	3627000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	4288000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	前期	その他	期間	JPY	円	128198000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	5741645000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	461096000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	6202741000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	22280945000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	70000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	70000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	2815156000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	5741645000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	461167000
jppfs_cor:NetSales	売上高	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	6202812000
jppfs_cor:NetSales	売上高	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	25096101000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	103657000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	79837000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	連結	期間	JPY	円	183494000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	連結	期間	JPY	円	3247750000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	372447000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	38983000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	411431000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	522122000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	123807000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	10628000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	前期	その他	期間	JPY	円	134436000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	Prior1YearDuration_TotalOfReportableSegmentsAndOthersMember	前期	その他	期間	JPY	円	262635000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	9260157000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2494964000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3457451000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	2516225000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	17728798000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3872148000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	37468000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	3909617000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	13132306000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	2532432000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	3457451000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	2516225000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	21638415000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	2326050000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	165702000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	343103000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	719819000
jppfs_cor:OperatingIncome	営業利益又は営業損失（△）	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	連結	期間	JPY	円	3554674000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	295846000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	16986000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	9248000
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:DepreciationSegmentInformation	減価償却費、セグメント情報	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	322082000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	28636000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	7497000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000EuropeFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	273000
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000AsiaFoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:IncreaseInPropertyPlantAndEquipmentAndIntangibleAssets	有形固定資産及び無形固定資産の増加額	CurrentYearDuration_jpcrp030000-asr_E01670-000FoodProcessingMachineryManufacturingAndSalesMember	当期	その他	期間	JPY	円	36408000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	8381224000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	474982000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	8856207000
jpcrp_cor:RevenuesFromExternalCustomers	外部顧客への売上高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	26585005000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	－
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	45000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_jpcrp030000-asr_E01670-000GroceryManufacturingAndSalesMember	当期	その他	期間	JPY	円	45000
jpcrp_cor:TransactionsWithOtherSegments	セグメント間の内部売上高又は振替高	CurrentYearDuration_TotalOfReportableSegmentsAndOthersMember	当期	その他	期間	JPY	円	3909662000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000NorthAndSouthAmericaGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	8381224000
jppfs_cor:NetSales	売上高	CurrentYearDuration_jpcrp030000-asr_E01670-000JapanGroceryManufacturingAndSalesMember	当期	連結	期間	JPY	円	475028000
